,index,review_id,user_id,business_id,stars,useful,funny,cool,text,date
160,49872,1ww0HMtFKTdVjFpdy1Y-8Q,4vFMuSR2dexU3v5fTCJUDA,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Awesome burgers and shakes. If looking for one of the best burger places in STL, this should be on your list. If you don't order some type of ice cream you will suffer a lifetime of regrets.",2017-06-18 22:08:21
161,50281,WBZcou3uunB7gmZd7QbU5A,tScm5ZgWeuPzc1rZ_P6EFg,M0r9lUn2gLFYgIwIfG8-bQ,4,1,0,0,"I am definitely a fan. Their burgers were the closest thing to a Texas burger I had in Saint Louis(In taste, not size). They can be small, but very appetizing. You may spend some money in here, but it is worth it. They have a very cool and different take on all their foods. My suggestion is to come and try it for yourself.",2015-09-25 00:28:31
162,50290,EjY4M-LvD_FC2R2E41FICA,CEDI5Z-LuByMWIlAgCathQ,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"The food was great. I had the fried green tomatoes (loved the sauce) and a burger. My requested MW looked more well-done, but it still tasted good. My problem was with the service. It was so bad it was almost comical. Our server forgot EVERYTHING we asked for, immediately. We were missing a water glass when we sat, he forgot. We ordered drinks and he only brought 2. He forgot to go get the shake, which we saw melting at the ice cream bar, and a tea. We ordered apps: upon arrival asked for plates to share and he literally walked away and was checking his appearance in the mirror right next to the kitchen. I finally went to ask for the tea and plates so we could begin eating. Our food arrived and our side of fries was missing. We asked for them. NEVER RECEIVED. Finally, we asked him to remove them from our check and charge our card. Receipt returned, with the charge for fries. I was flabbergasted. We still tipped him 20% because I have worked in the service industry and I understand it isn't easy, but dude: maybe this job isn't for you! Ironically he was training a girl that night. While I would definitely go back here for the food, I really wouldn't because I just can't enjoy a meal when service is this bad.",2017-07-09 15:16:38
163,50303,VB2GHm1fNzTqCXTTOn2nww,ioq_GJHAnobhnlKDhNLhbQ,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Do not mix vegan chocolate with mint chocolate chip together in a shake, staff was awesome though",2018-02-03 23:03:44
164,50997,Drzg8F17Ig_DOn7EZ7Szww,b5L9cMliOgc04_tONfUCkg,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,Best milkshakes and burgers in town! Love the ambiance and waiters are all very friendly,2017-01-29 19:13:24
165,51698,5qW5C1L4ZplTzl4JwR9RLQ,KwSZ5taapllMEKQjQF64BA,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,One of me and my guy's favorite places in St Louis.  Lots of amazing burgers and a rotating special that always is tempting.  The fired pickles are a must and be warned that your burger will juice you if you aren't ready.,2015-07-21 16:00:09
166,51868,lrQAEyXddv_EZbJgeR561Q,SJvCPlJ5X6Jkbc0TggIiCg,M0r9lUn2gLFYgIwIfG8-bQ,4,2,1,2,"Uhhhh....YUM!!! 

Got to try out Bailey's Range Friday night for dinner with friends. This place is huge: two floors with downstairs comprised mostly of one large community table and some bar seating. We were seated upstairs where it was as equally noisy as downstairs- which I don't mind, especially for a Friday night. 

While their extensive drink menu was impressive, we all stuck to our usual wine of choice. However, I would be interested in trying one of the alcoholic lemonades on another visit. The food menu is also extensive for only serving burgers. There are some extremely creative burgers and protein choices but for those burger traditionalists you can build your own. 

I opted for one of the battling burgers that day (two burgers listed on the menu, and which ever one gets ordered more stays on the menu longer to battle another burger!). The one I chose was the Chicken Capri- a chicken patty with fresh mozzarella, a roasted tomato, basil and a balsamic reduction! I also got a side of fries with their crazy catsup (catsup and sriracha). All of which was delicious! My only criticism would be that my bun was a bit too dry for my liking. It was even drier the next day when I ate the other half of the burger for lunch. On the other hand, the chicken patty was STILL juicy and just as delicious even as leftovers! 

I can't wait to go back and try out some of the other burgers and drinks.",2012-04-02 14:51:16
167,52103,ZncA5dzWCJ2srEfeBUWIDA,aHwvtHCa34rRK6SwZl2pMA,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"Unfortunately, I was rather let down! Food was mediocre at best, service was deplorable, and it had a bit of a dive feel to the atmosphere. Very disappointed.",2014-12-03 02:01:49
168,52536,Dy6ysVd8tFYqSMNOh_20yg,gjzKWzc8ZPn5Aylf8TMfTg,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,The burgers are fantastic! Their combo of sauces and selection are great! It's usually pretty busy so I would recommend reservations for bigger parties. Their alcoholic milkshakes are taste like ice cream with a little kick. A good dinner for the price,2014-05-12 20:09:53
169,52562,6CqFm_TABkdk1uMkss2WVg,itHpQTjM1wdHGqAu8G70UA,M0r9lUn2gLFYgIwIfG8-bQ,4,1,0,0,"This place was seriously BANGING! The only con: service was EXTREMELY slow!!

Burgers are so yummy! The PB&J was my absolute favorite out of the five different burgers I sampled. HIGHLY recommend it! 

The shakes are delicious! Salted carmel with brownie chunk & the horchata shakes are my top two faves! My friend lives a few blocks away and gets shakes regularly, I totally would too if I lived closer! THEIR SHAKES ARE MIND BLOWING! 

We got suckered into getting a salad as an appetizer; but no regrets because their Kale Bacon salad is bomb! And the fries with the rooster sauce is so tasty!

Overall good experience! Would definitely come here again! 

I will say Kitchen Sink and/or 5 Star Burger have better burgers... but Baileys Range definitely has the best shakes in STL.",2013-07-16 02:56:18
170,52859,0JD3srkt3Z7x2Dmte0iMSA,x1QLCwZGFAjxRRw4EHc3-g,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"Once again, not sure what all of the fuss is about. I visited here with one of my close friends about a week ago and there was nothing amazing about it. The service was pretty horrible; we were ignored for about 15-20 minutes after we were seated. We had to move outside because it was so loud in the restaurant I couldn't think. The burgers were really small given the prices and I wasn't impressed at all with how they tasted. I will say that their mint chocolate shake was delicious. Regardless, I will definitely not be back.",2012-06-30 22:05:53
171,53090,rOoEiWsEL31Ff5KpPW9dVA,7rRgMYBdpsUBLYnKCzeApQ,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"We stopped here on a Saturday night for ice cream after dinner. I really liked the atmosphere. The ice cream portion sizes were very large and reasonable prices. 

We did not order any food so I can't comment on that.

But base on ice cream and vibe I will come back again and try the food.",2017-08-09 04:17:00
172,53282,OybadKe4VZe8cBfiqw6-FA,DekhR7YC95IqerVVG2hUYg,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,Such a unique and extensive burger selection!!  Beef/turkey/blk bean/chicken/veggie with amazing toppings/trimmings.  So good!!!,2013-06-03 03:25:29
173,53987,kM4iBqcc6O7am1wSojwK_Q,Xn_-h_c2nlKFz0ydhtTFyQ,M0r9lUn2gLFYgIwIfG8-bQ,1,0,0,0,The worst experience ever!  We went in and we had been to an event earlier in the day. We were quiet and reserved but someone next to us decided we were not what they seemed as suitable neighbors. No foul language or inappropriate comments were used. However management decided to not observe the situation and provide derogatory comments to use. We will NEVER patronize this dstablusjment,2016-02-01 00:33:45
174,54011,DtJc0TOJaD_cyO5Kwp1CEg,5_o4cfqxZiGMXgsmsCBAsw,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Ice cream in a waffle bowl.  It's not the dense hard kind of hand dipped, rather it's light, creamy and melts dreamily on the tongue.  Posted in pics is mint chocolate chip and brownie bits.  The waffle bowl is deliciously crisp and  light.  It's premium ice cream at an extra premium price.",2017-07-09 20:57:39
175,54036,r6q0LPBsWWi8LH5sRd1IHg,lSIYqFlUbylLfOrX9qfF5Q,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Great burger joint!  Unique sauces, cheeses and burger types makes this place great.  Wither you like a plain burger or something truly unique, they will accommodate and you won't be disappointed.  This is another place that doesn't have standard Coke or Pepsi, which drives me nuts -- but they have a Mexican Coke, which is close.",2015-10-24 15:17:43
176,54601,Pfwynd5I4cEJI6jBGZVFdg,r1HPQ6Mpk5ZUr5WGIvuyVg,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Bailey's range was the third of the Bailey's establishments we have tried and it now earns a spot in the rotation for each time we are back in St Louis!  The burgers are fantastic - high quality ingredients, not too complicated (relatively speaking) and also a perfect size for lunch or dinner.  The fries can't be missed either - get the sriracha mayo!  We did not have any room for a shake but did enjoy one of the DoZENS of obscure sodas. Also, big thumbs up to the eclectic interior and the giant communal table - definitely made for a unique experience!",2015-07-06 01:28:46
177,55639,-vJKKvrY-RLtZgRUYuHocg,2kOk9ZjN5NlL38t2djNM6Q,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"This place really is as good as it gets, burgers are fabulous and come in interesting combinations, the fries and house chips are perfect pairings to any burger, and the handmade ice cream is stellar.",2016-04-01 14:04:35
178,56177,l6ImKcaVHK50mtcOdu0_Yg,6b-j2j2kZ8FLHehIXCN0sg,M0r9lUn2gLFYgIwIfG8-bQ,1,1,0,0,"No Wait App said 25-40 minutes. Noticed no food on any tables & asked why not seated after an hour... Bailey's was ""allowing the kitchen to catch up."" Left & went to Layla's- 

BEST DECISION EVER! Had a WAY better burger at LAYLA'S. GO to LAYLA's. 

BAILEY's is a disaster!

(Got a text from Bailey's that table was ready after 90 minutes.) Ha",2017-02-20 02:02:47
179,56197,Xy_QpbjuhhfxgVeO2A8nrw,-KGB8XVQeFnd0HbNszrxgg,M0r9lUn2gLFYgIwIfG8-bQ,3,0,0,0,"I gave this joint 3 stars because of the ambience and customer service, but the burgers were okay and definitely not the best I ever had.",2013-12-11 18:01:49
180,56666,RTQW6KQras6AqM6AtE2PAQ,Hk2U8kOwit31ATL6dfX3ZQ,M0r9lUn2gLFYgIwIfG8-bQ,3,0,0,0,"We were told by several people to give this place a try while we were downtown a few days ago. It's a neat restaurant with cool atmosphere and very friendly service, but I feel like it's overrated. While they claim they have a large draft beer selection (and they do), not one beer is recognizable. The menu wasn't much better -- the $11+ burger selection is pretty out there and they don't come with any sides, those are ordered separately. After eating we all said it was nothing outstanding and we agreed the fries were the best part of the entire meal... And they were just fries, nothing special themselves. The experience wasn't entirely regretful, but we will not be back.",2016-08-05 23:25:32
181,56885,bt8OKpnNBAwg2986Xt9gUA,ZbLsu5tWYGZj3KDEkmxnJA,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"Was heading to the bar & grill on the opposite corner but saw this place and thought it was interesting on the outside and would try it. 
Seating is one big long table on the main floor so if it's busy, hopefully you like your neighbor.  
Liked the atmosphere.  Milking cans as lights and old windows separating the kitchen area from the rest of the restaurant.
Looked like there was additional table seating on the second floor.
I had the fig salad and it was good although a bit too much salad dressing once I got to the bottom of the bowl.  My fault for not remembering to ask for dressing on side.
Burgers were small round wise but fat/thick so although we asked for medium, the middle was very pink. Wasn't quite raw but pretty close.  
The pretzel bites w/beer cheese would have been better with some salt on them.
Fries were very good.
Ketchup is not your normal ketchup, it has something else in it.
Service was fine but would have been better if she smiled a bit. 
Would I try it again if I was in the area, probably.  It's different than what we are used to.",2015-08-09 13:01:53
182,56993,Rwy8vQVc4zwWi5NpNCNnBw,w9MSJu0bvNJUS0DqtiGfgQ,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Awesome burgers, lots of choices, beef, lamb, bison. All ingredients were fresh and good. Service was great! Even accommodated our large party of 19! Loved it!",2016-02-14 00:41:27
183,57064,hERnTs3bkLhSxWmbLsEBOg,nGVV4oGTgi2Sj2Z9Lj9SpA,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,"I really want to love it, but a few things stop me every time!  service is soooo sloooow. pretty much not an option for a business lunch because you can't get in and out quickly.  also, don't look up.  those hanging window decorations- awesome! but dirty!! dust balls hanging off of them.  yuck.",2016-04-13 18:08:30
184,57494,N9S5EY1Kx_AnuhfoIpeSGA,mBTMzDgBNGxRiQbCFwZBPw,M0r9lUn2gLFYgIwIfG8-bQ,4,1,0,1,"Very cool place in a renovated industrial building.  Towards the expensive side doing the gourmet burger thing.  The food was really good same goes for the ice cream.  My only complaint was I ordered my bison burger rare and it came back well done.  The waitress immediately took it back and they took another shot at it.  I cut the second one open and well done again.  Our poor waitress was beside herself and embarrassed.  She offered to take it back again but I said it was OK because by that time everyone else was done eating and we left it at that.  The burger was excellent the way it was I can't imagine how great it would have been if it was cooked the way I wanted.  They ended up feeling so bad and embarrassed about my experience they comped my whole meal, I couldn't believe it.  They apologized and asked me to please come back again and give them another shot.  I certainly will do that and would encourage anyone looking at this place to go and give it a try!",2013-09-05 01:55:29
185,57620,gUnE6-UJK3g_fcQwTeqyqw,PXaqVvlE2DQHIJf4nIsx8g,M0r9lUn2gLFYgIwIfG8-bQ,4,1,0,0,"I've been here twice, both times as a party of three. I had Dave's chop house burger the first time and had it cooked medium rare. It was bloodier than the typical medium rare and was not as good as I had anticipated. I ordered it after reading the rave reviews, but it just didn't really wow me. Thinking that my first experience must have been a fluke (because really, the Yelp reviews indicate otherwise), I came back again with two other friends. This time I ordered the pb and j, which is also another favorite among yelpers. I asked for medium rare again (true carnivore here) with a side of fries with ketchup and their signature rooster sauce.

Boy. 

The burger was absolutely delicious. I don't even like goat cheese, but every ingredient blended so well together that I actually enjoyed the goat cheese. I also like pickles so having a pickle on the side was a nice touch. The fries were very delicious and the rooster sauce did not disappoint. I would suggest ordering an additional sauce that is lighter if you're also going to order a mayo based sauce.

Our service was a bit slow even though the place was pretty empty. Even still, I'll most likely be back with a designated driver to sample their impressive alcohol / boozy drinks selection!",2015-10-26 07:08:42
186,58207,6uVRE26WV2FcIV6db9t0Ug,5407QM8HR0C7yFfb81N09w,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Great burgers and fries. I love their creativity. Their homemade ice cream is SO wonderful!! The decor is simply adorable. I love the open kitchen concept. Plenty of seating inside and a few picnic tables outside. I've never had to wait, even when busy. Service is great as well. Get the Rooster sauce-- it's the bomb!",2016-04-14 21:01:41
187,58485,kM7Vx1E2QyeW654A-mFQuA,BMxB_jtXK0CQxZmbNoqviw,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,Not a fan. This eatery likes to take originals and put a spin on them. Just not my style.,2017-06-18 21:52:21
188,58652,YpuJzDiTUsXAQwMHIjedQA,lYB2BjAf3cqtOl_i3HOLKg,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,"We had lunch here a few weeks ago - found the place on a list of best burgers in St. Louis. There was nothing wrong with the food, but the actual burger patties weren't that great. I would describe the selection as having a large and interesting variety of burger toppings, but the patties and buns were just ok. I would check out other burger joints before returning. I had a mint chocolate chip shake that was great, and the fries and house made rooster sauce (mayo + sriracha + grainy mustard) were good too,",2016-05-07 06:28:51
189,59078,WR8IgnOkXHNpn-CJ0oMQ2A,2IyRp3hkBSJCf2Bm6SA2RQ,M0r9lUn2gLFYgIwIfG8-bQ,3,2,0,1,"So for as hyped as this place was to be honest I was expecting more. We went on a Saturday evening where the temp was still 95 at 7pm, this is important because we were told the wait would be ten minutes and it was at least a half hour. The waiting area was hotter than it was outside. Everyone waiting was miserable. Once we got seated the temperature improved a little but there was not enough air for the space or the volume. I was also unimpressed by the burgers. The price is high (9-12) per burger and this does not include anything except a burger, homemade ketchup (which I did not care for) and a pickle (which was exquisite). Also they ask you how you would like your burger cooked. If it is ground meat there should NOT be any red/pink. So naturally to avoid getting sick I asked for medium well. My burger was dry and lacking in taste overall (I choose the special smoke and fire). My date's burger was slightly better (he got the American) but I was still not won over especially for the price.

Now to the good. The wait staff was friendly and attentive (not so much the host...but that might be attributed to the heat). The drinks were superb (I got the sweet raspberry ice tea and was blown away!) and my date enjoyed one of his favorite local beers from their extensive selection. The fries were good (I recommend asking for them well done) and the homemade cheese sauce and horsey mayo were delicious dip choices. Also the crowning glory was the sweet sweet bacon milkshake we shared for dessert. This is an epic bacon, bourbon, caramel wonder that you will never forget. I don't even care for bourbon and this stole my heart.

Overall, come here for ice cream, drinks, or fries but leave before the main dish...you can do better.",2014-08-24 21:38:16
190,59416,ioXRm7lVM7LvVuCKHJ7fwg,fr7tIXxhYkAsru2d1sb-cQ,M0r9lUn2gLFYgIwIfG8-bQ,1,0,0,0,"tl;dr Miserably hot, wrong orders, food under-cooked, incorrectly billed

First, it was horribly hot inside the place, even at 7:30pm.  The hostess said it had been like that for days. We had a big group split between two tables.  The first table got their food 15 minutes before the second table.  The second table ordered an appetizer that didn't come out until the rest of the food did.  The appetizer came with a side of cheese sauce that had just enough to cover the bottom of the bowel.  The server immediately said he would get more.  One person ordered a bison burger that they did not get but were still charged for.  We had a kid's grilled cheese that we had to send back because it was burnt.  Two other people ordered their burgers ordered medium burgers that came out raw.  The general manager even agreed that it was unacceptable.  She tried to over to fix it but the two of us had lost our appetites at that point.  She said she would do some ""magic"" to the bill, which ended up only being removing the two dishes that we sent back.  Also, if you have a group of more than 8 people, they can't split checks, because that would take witchcraft, I guess.  All in all, I will not be back to there or any of the other restaurants that this group owns (Roosters, Bailey's Chocolate Bar, Ridge, The Fifth Wheel, Small Batch or Shift).",2017-06-20 12:44:48
191,60078,s7DgKGLc3u6sf2Q8rb_wgA,CQxB4M_3j5EHWrAdQBMOOg,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,So disappointed. Fries overlooked. Burger undercooked. Ordered an egg on my burger and it was runny which made the bottom bun useless.,2014-04-04 00:23:06
192,60441,NFFlOZFZW7-jf98DY-pmYg,k93O0KqYJ4KM2wjvB6XVHg,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Very fresh food, delicious. Very nice decor. The onion rings were awesome.",2011-11-03 02:41:07
193,60510,nZozmaNP9sfVllJKgE2mCA,QWbqFXj_Tx_tc98AFTYkQA,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"We were very disappointed! Reviews rated Baileys best burger in the Lou. This was NOT our experience. Burger a poivre was very dry. Matchmeat was dry and tasteless. 
   The one highlight was The Fries. Great Fries! And thankfully Sheila was a wonderful server. 
We would not place Baileys in the top ten burgers in St Louis.",2016-07-04 00:52:52
194,60602,tg_wHgGdo1uYfwNtIGSIHQ,7O5a9aPE0MhYY4aySUVa2w,M0r9lUn2gLFYgIwIfG8-bQ,2,3,1,1,"When we sat down and read the menu - we thought we had found a gem. The selections look absolutely inspiring and delicious. 

What we ordered:
Horchata boozy milkshake
Lime in the Coconut chicken burger (from their burger war of the week)
Fries

The horchata was very very tasty - thick and creamy.  But hardly felt or tasted any of the alcohol in it.  So was disappointed to be paying $9 for essentially a milkshake. 

The burger - at a price of $11 (for a burger alone, no sides included), we had expectations of a decent sized burger - and with neither of us being overly hungry, we decided to split.  We were very disappointed by the serving size - the burger was so tiny that it would have hardly fed one of us if we were hungry.  As for taste - well, we left underwhelmed.  The chicken burger was very dry and had little flavor of its own (and we've had some incredible chicken burgers before.)  The toppings were nothing at all reminiscent of lime or coconut, and were very very sparse. 

The fries - here the serving size was ginormous.  We did not expect that many fries for $2, which I guess is a good thing since our burger was so tiny.   They were tasty, and loved all the choices of dipping sauces!  


Kudos however for gluten free buns (at no up charge). The texture was way off on it, but at least it held together. 

The building itself was interesting, but the acoustics downright miserable. We couldn't even talk to one another across the table it was so loud in there. 


So.. all and all, this place held a lot of potential for us, that it just didn't live up to.",2012-06-27 16:48:59
195,60705,_tn0EYoI5g-9NkIIINlUHw,YDf7MVG7Qtt9UAnqKpb0qg,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,The Vermont Breakfast burger was amazing! We got right in and had great service! Will definitely be returning to this restaurant,2016-01-17 23:13:35
196,60821,13apd1wWZ2NKC8sHa5umeA,ZFjpMY7WJqpJ3vUn9fgxMw,M0r9lUn2gLFYgIwIfG8-bQ,2,0,2,0,"I've been to Baileys plenty of times with my girlfriend when we drive down to saint Louis and let me tell you this was my WORST experience. First off we come in and the people greeting were extremely nice there was a gentlemen with great fashion! Then we sit at the bar and everything goes down-hill. We sit down and the waiter/bartender what ever he is, instantly we can all tell he came off like an absolute a**hole, he has a red haired beard and glasses. We wait 15 minutes for him just to take our order. We order and before we can get our last words out - "" ILL GET THAT RANG IN FOR YOU GUYS "" like dude ok. Then our milkshakes came, then our food, and let me tell you, he could not have cared less about customers. He cared more about the people drinking and got mad when I asked for ICE with my Hot water. I don't know if he had a bad night or what but we will not be going back.",2018-08-26 03:36:59
197,61395,AEQbPPUKdszsQmbgHpkJcQ,bue9WtzcLbxvEXrqUy8dsQ,M0r9lUn2gLFYgIwIfG8-bQ,3,5,3,5,"First impressions walking into Bailey's Range were good. We were greeted by a single table stretching the length of the lower floor, running alongside the open kitchen. I liked the thrift-store chic look of the décor - old windows hanging from the ceiling, mason jars for water glasses, milk jug lanterns for lighting. It's also nice that the entire kitchen is open for the diners to see. 

I was happy to see their large, varied draft selection, and thrilled when I realized that all but a single guest tap are beers from St. Louis breweries. I was less thrilled to see the prices - 5 or 7 dollars for a pint seems steep, even for the high quality beers available. My party stuck to the mixed drinks, which come in three varieties: boozy lemonade, boozy milkshakes, and icepicks. My strawberry basil lemonade was good, if a bit light on the basil flavor, but the star of the evening was the Sweet Sweet Bacon. Perhaps the most indulgent item I have ever seen on a menu, this milkshake contains bourbon, salted caramel ice cream, and candied bacon. It tasted as amazing as it sounds, and it definitely earned the ""boozy"" title.

I ordered the Buzzed burger, a beef patty rubbed in espresso topped with onion, bacon, blue cheese, and apple. I asked for it medium but it came well-done, though I was the only one at my table to whom this happened. The burger itself was a bit disappointing. The bold flavors seemed to fight rather than complement each other, the blue cheese being the worst offender. I tried my friend's LGBT, a beef patty topped with arugula, goat cheese, bacon and tomato, and found it to be far superior. We also got an ABC, with apples, bacon, and camembert, which was excellent. All of the burgers came with ketchup, though I can't imagine anyone actually putting any on these elaborately topped burgers. Special note goes to the dill pickles served on the side - they're house-made and delicious.

None of the burgers came with fries, so we ordered a large order that came with two side sauces. The number of sauces available is impressive, I plan to return just to try some of the other ones. We got the rooster sauce (pretty good) and the crazy catsup (excellent). The fries themselves were tasty but had clearly been sitting under a heat lamp for a while. This surprised me, especially given the atmosphere of fresh, honest cooking given by the open kitchen.

The service was some of the best I've experienced in a while. Our server was attentive, knowledgeable, and friendly. When my friend asked her to recommend a dessert, she immediately ran and fetched a sample of the salted caramel ice cream, which is made in house. All of the wait staff seemed to be having a good time, which was a refreshing change from the surly servers one often sees in burger joints.

Overall, I liked Bailey's Range. The shakes, atmosphere, and décor were all excellent. If they fix their execution problems (overcooked burger, stale fries) and lower the price on their beer they could easily get bumped up to 4-5 stars.",2012-04-02 23:06:01
198,61554,j9wLBCVlPN5HzI9ivyCXFA,oxzcvU77H5IyXhMcAmNDwA,M0r9lUn2gLFYgIwIfG8-bQ,5,1,0,1,Great burgers and fries....  lots of good beers on tap.  Great  atmosphere.  Check it out.,2018-07-18 16:36:51
199,61621,gUztdws0hYSNVqRBa4eLLw,_P-m6WYH0hRLMTXAOk1aUQ,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Loved this place. From the decor/atmosphere, drink options (at least 50 lemonade/milkshakes/iced tea w/liquor options, so many sodas, etc.), to the burgers my party got.  The food was fresh and yummy. I got the buffalo burger, but subbed bleu cheese for the cheddar and a side salad the dressing is super light and refreshing.  The rest of my party was more adventurous and got the PB&J and smoky burger.  The guys who got the PB&J said the jam was sweet and was very interesting (in a good way).  The patties themselves aren't out of control like so many restaurants are nowadays.  Four of us split a large fries and left not feeling overly stuffed. Will definetly be back if in the area again.",2013-03-19 23:37:23
200,62175,HnMk-7b3ar515o1rR1pIPw,Fs8PARbXZlVuzePItk24wQ,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,cant get enough of this place. the burger battle is a great way to spend your lunch time. Sneak in a cold Urban Chestnut then saunter back to the rest of the day. Good spot before Cardinal games and they are open late. if they have the candied bacon you have to try it.,2016-01-19 19:22:02
201,62190,K3_uP9YEH8LiwXv9h_Uh2w,HQG3no8C5U31z-k1MaYCqQ,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,1,"A solid variety of burgers.

A super awesome atmosphere.  I can't believe I'm sitting where the grocery store used to be.

It's pricey, but you'll likely find something here that you can't possibly find anywhere else in St. Louis that'll keep you coming back for more.

I'm a particular fan of the pork patty.

Duck burger's now on the regular menu?  I'm going to have to get the wife here some time.",2013-02-01 04:47:27
202,62423,GNnGIRv1S1qFF0CGqOsjWA,Vem6InlB7OduTa6j9i0ftA,M0r9lUn2gLFYgIwIfG8-bQ,1,4,0,0,"Came here with a group of friends on a Friday night. The restaurant wasn't very busy, yet our server managed to get something wrong on 4/7 of our orders. We then tried to request the missing items (TWICE) and were forgotten about. Finally, the manager came over and tried to meet our needs the best he could, but the food was no where near our expectations. He then proceeded to act aggressively, almost like he was mad at me for not enjoying the food. Overall, terrible experience.",2017-04-09 22:30:18
203,62640,AORbLNmT2qmfaN5XuWPg8Q,ZxKzqNtOi6A9j9OtVfXtSw,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,Was here for a visit and was craving a burger and this hit the spot. Also save room for the ice cream and shake!,2018-02-03 04:13:50
204,62682,yU1FftcecqyWmFOKc4ex1Q,ca658RK8az3bn5H9268vjg,M0r9lUn2gLFYgIwIfG8-bQ,2,3,2,1,"Service was terrible!! I was so upset since it was a small group of us for two of our friends birthday and unfortunately the server ruined our whole night.  

First when he greeted the first of us from our party he says, ""hi. I'll get your drink order when the rest of the party is here."" umm, no... I would like a drink please!  It took 45 min. for our food to come and not once did he stop by our table to keep us updated.  He passed out our food without speaking a word while he did so.  All of the burgers were dry and cold.  The fries were hot, but soggy.  He never came back to ask how it was so we had to flag down a different server who also seemed to not give a sh*t.  We finally just wanted to get the hell out of there and it took 20 min. to cash out, which he had added gratuity for this awful experience without again saying a thing or even a 'thank you.' 

So disappointed by the service and food quality this time around.",2013-01-06 16:12:43
205,62684,-SesaTqGM7-182I59O__1A,X2MHTTgmafg-dxF0lgdurA,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Good variety of burgers, with a weekly battle of specialty burgers that are always imaginative. Although burgers are the focus, don't sleep on the salads.",2014-07-02 00:42:43
206,62689,LjULlH4js_4jVsW6wVDc1w,vfO7wXxnoLIWvYSJf9D2Tw,M0r9lUn2gLFYgIwIfG8-bQ,3,0,0,0,"I was expecting a bit more from this restaurant, as I am a fan of the Bailey restaurants. The decor was good and our waiter was nice, bringing a few beers for my guests to taste without our even asking. (I was with two friends from Spain.)  One ordered a salad, which she said was good. The second ordered the Ozark burger, which looked good and was tasty, she said. I ordered the turkey burger, which was fairly small and on the dry side (I don't eat beef so order turkey burgers whenever possible-- they do not have to be dry, I promise!  Try the one at Harry & Izzy's in Indianapolis and you will taste the difference!)  In addition, my fries were stone-cold. No excuse when the restaurant is virtually empty; we came in on the late side of lunch after visiting a museum. There were maybe 6 tables total that were occupied.  So no excuse for cold fries!  A restaurant of this caliber should not be scraping together the left over fries to serve to a customer!  Our waiter was quick to replace them when I flagged him down, but  by the time my hot fries came out, I was already more than half-way done my meal-- which was disappointing. Sorry we didn't try the boozy shakes.",2016-10-30 22:07:20
